transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km,fraude
TXREF-00534,48.22,13.97,526,1,4.42,0
TXREF-00535,11.28,16.28,226,5,32.04,0
TXREF-00536,55.09,11.04,784,2,30.97,0
TXREF-00537,23.62,13.38,250,1,3.46,0
TXREF-00538,79.55,15.49,1058,1,5.43,0
TXREF-00539,6.21,14.04,380,1,8.18,0
TXREF-00540,19.76,16.16,865,3,16.72,0
TXREF-00541,10.34,18.85,283,1,3.79,0
TXREF-00542,19.2,13.0,968,4,4.39,0
TXREF-00543,41.61,10.25,376,4,264.72,0
TXREF-00544,30.6,14.79,262,2,19.67,0
TXREF-00545,29.01,14.32,633,3,11.78,0
TXREF-00546,31.04,16.99,122,2,3.37,0
TXREF-00547,40.3,15.86,417,3,7.99,0
TXREF-00548,16.84,18.06,574,1,5.34,0
TXREF-00549,57.91,11.89,796,3,3.85,0
TXREF-00550,56.1,11.67,265,2,3.0,0
TXREF-00551,45.93,11.55,526,3,2.64,0
TXREF-00552,51.97,8.63,245,4,5.75,0
TXREF-00553,43.1,20.41,109,3,1.53,0
TXREF-00554,150.69,12.56,588,4,0.65,0
TXREF-00555,32.7,0.55,423,5,2.38,0
TXREF-00556,27.91,18.26,80,3,6.41,0
TXREF-00557,20.24,12.76,1995,1,1.4,0
TXREF-00558,16.56,11.78,344,2,0.97,0
TXREF-00559,14.21,18.6,29,3,1.84,0
TXREF-00560,18.36,18.22,62,2,8.17,0
TXREF-00561,33.09,9.08,48,2,7.38,0
TXREF-00562,44.29,15.77,24,2,2.23,0
TXREF-00563,36.12,13.66,112,3,2.52,0
TXREF-00564,20.06,13.29,222,3,5.82,0
TXREF-00565,66.56,15.79,543,3,6.74,0
TXREF-00566,59.29,14.44,377,5,3.94,0
TXREF-00567,31.03,13.85,32,2,21.09,1
TXREF-00568,21.76,9.5,191,4,4.37,0
TXREF-00569,51.67,18.86,1624,2,17.25,0
TXREF-00570,39.86,11.76,305,2,18.09,1
TXREF-00571,12.27,10.53,352,4,0.97,0
TXREF-00572,33.15,14.86,1539,2,14.79,0
TXREF-00573,42.04,8.24,255,2,16.55,0
TXREF-00574,18.21,12.57,319,1,13.44,0
TXREF-00575,39.91,13.45,596,2,1.25,0
TXREF-00576,12.21,13.87,500,4,3.83,0
TXREF-00577,91.11,19.44,368,3,3.53,0
TXREF-00578,85.5,12.96,1641,2,30.19,0
TXREF-00579,29.03,11.86,246,2,24.83,0
TXREF-00580,45.23,18.17,250,3,3.01,0
TXREF-00581,6.14,21.36,423,2,4.14,0
TXREF-00582,15.14,20.6,575,4,1.13,0
TXREF-00583,28.18,12.96,862,2,5.54,0
TXREF-00584,16.09,13.95,1217,3,44.55,0
TXREF-00585,58.23,23.55,493,3,0.75,0
TXREF-00586,146.65,19.09,61,3,0.96,0
TXREF-00587,14.92,12.66,10,5,2.55,0
TXREF-00588,19.05,20.01,36,1,6.3,0
TXREF-00589,41.24,20.29,115,2,6.66,0
TXREF-00590,111.05,17.36,348,1,2.35,0
TXREF-00591,14.44,17.38,60,2,11.76,0
TXREF-00592,41.65,9.71,2268,2,7.14,0
TXREF-00593,129.2,10.22,1866,4,24.15,0
TXREF-00594,10.6,14.7,649,2,5.45,0
TXREF-00595,13.84,16.47,32,2,3.66,0
TXREF-00596,25.66,12.34,143,3,15.22,0
TXREF-00597,23.93,11.77,492,2,34.34,0
TXREF-00598,62.49,20.85,241,3,1.12,0
TXREF-00599,41.43,16.19,864,5,19.46,0
TXREF-00600,9.7,17.39,272,3,1.33,0
TXREF-00601,50.46,12.59,15,7,28.94,0
TXREF-00602,22.97,12.34,433,1,0.87,0
TXREF-00603,87.15,17.04,133,1,13.25,0
TXREF-00604,22.16,13.16,194,1,11.77,0
TXREF-00605,22.01,12.05,388,2,5.46,0
TXREF-00606,51.4,19.16,113,4,13.11,0
TXREF-00607,60.3,12.36,552,1,14.24,0
TXREF-00608,48.07,16.8,214,3,10.7,0
TXREF-00609,10.34,22.6,56,5,2.2,1
TXREF-00610,51.28,20.55,168,4,2.2,0
TXREF-00611,16.53,11.73,706,5,13.13,0
TXREF-00612,41.24,13.33,390,1,1.67,0
TXREF-00613,12.49,13.53,226,2,0.6,0
TXREF-00614,48.01,13.29,584,2,3.12,0
TXREF-00615,19.48,13.08,1318,4,2.29,0
TXREF-00616,13.83,12.58,373,5,13.1,0
TXREF-00617,58.2,12.17,249,3,8.28,0
TXREF-00618,41.43,18.22,162,2,22.88,0
TXREF-00619,22.37,14.08,172,3,22.42,0
TXREF-00620,98.97,19.35,245,3,14.32,0
TXREF-00621,25.35,11.94,429,3,1.73,0
TXREF-00622,35.63,12.69,1017,2,15.32,0
TXREF-00623,42.25,11.95,165,3,72.34,0
TXREF-00624,22.28,16.45,38,1,6.34,0
TXREF-00625,48.87,11.59,319,2,14.36,0
TXREF-00626,23.71,6.81,34,2,4.21,0
TXREF-00627,25.88,22.72,133,3,0.36,0
TXREF-00628,92.86,20.6,43,2,2.93,1
TXREF-00629,16.46,12.13,46,3,28.85,0
TXREF-00630,6.13,16.92,140,1,4.44,0
TXREF-00631,111.04,21.64,144,2,17.48,0
TXREF-00632,218.22,19.04,731,3,30.92,0
TXREF-00633,26.0,17.37,248,4,3.39,0
TXREF-00634,8.63,19.41,203,5,3.11,0
TXREF-00635,27.84,12.56,14,3,3.55,0
TXREF-00636,28.33,15.61,441,4,1.65,0
TXREF-00637,30.36,15.7,546,4,5.54,0
TXREF-00638,15.62,11.97,449,6,0.94,0
TXREF-00639,52.84,8.83,539,3,0.38,0
TXREF-00640,50.79,20.76,81,1,9.42,0
TXREF-00641,11.87,17.06,309,4,3.45,0
TXREF-00642,57.59,14.5,327,7,2.78,0
TXREF-00643,152.62,14.56,81,2,16.04,0
TXREF-00644,39.4,15.99,247,2,7.69,0
TXREF-00645,27.31,16.37,360,2,1.67,0
TXREF-00646,31.43,18.74,1265,4,8.54,0
TXREF-00647,54.22,12.88,169,2,22.91,1
TXREF-00648,10.01,12.54,255,2,18.75,0
TXREF-00649,39.19,13.48,536,2,19.96,0
TXREF-00650,26.28,16.47,197,2,6.4,0
TXREF-00651,131.69,17.93,91,1,3.97,0
TXREF-00652,30.71,9.68,151,4,17.91,0
TXREF-00653,115.69,11.82,157,1,45.69,0
TXREF-00654,15.73,14.49,224,1,4.64,0
TXREF-00655,53.13,16.66,227,3,3.39,0
TXREF-00656,43.81,19.22,13,2,37.5,1
TXREF-00657,18.62,13.08,309,2,5.06,0
TXREF-00658,39.56,16.66,572,1,4.03,0
TXREF-00659,83.35,21.33,140,1,3.34,0
TXREF-00660,27.57,21.84,413,2,11.96,0
TXREF-00661,10.3,13.92,812,2,5.85,0
TXREF-00662,34.38,12.72,220,2,3.72,0
TXREF-00663,18.18,10.59,164,1,5.58,0
TXREF-00664,27.21,10.38,133,1,4.55,0
TXREF-00665,32.83,21.43,159,3,3.66,0
TXREF-00666,10.2,18.57,2,3,9.19,1
TXREF-00667,10.88,12.67,108,4,7.22,0
TXREF-00668,49.26,16.13,115,2,8.82,0
TXREF-00669,23.89,13.36,400,8,18.49,0
TXREF-00670,5.49,22.17,898,3,1.5,0
TXREF-00671,61.26,13.15,995,1,1.09,0
TXREF-00672,42.36,20.48,438,3,2.36,0
TXREF-00673,20.82,10.72,163,2,6.04,0
TXREF-00674,13.49,14.67,157,3,7.0,0
TXREF-00675,63.55,13.82,169,2,2.86,0
TXREF-00676,44.77,11.57,771,1,5.58,0
TXREF-00677,193.54,13.06,1319,1,2.64,0
TXREF-00678,47.11,8.97,812,3,1.08,0
TXREF-00679,46.02,14.35,64,3,1.35,0
TXREF-00680,30.87,9.63,197,1,11.12,0
TXREF-00681,62.68,17.43,308,1,0.96,0
TXREF-00682,54.6,13.71,219,3,18.9,0
TXREF-00683,85.73,0.63,125,4,6.41,0
TXREF-00684,23.92,17.71,360,4,2.15,0
TXREF-00685,25.44,10.7,625,2,4.98,0
TXREF-00686,24.66,11.61,1122,1,2.03,0
TXREF-00687,61.52,8.15,238,3,34.93,0
TXREF-00688,102.39,18.19,641,1,3.78,0
TXREF-00689,25.02,19.99,1,3,1.75,0
TXREF-00690,25.64,19.97,320,4,113.82,0
TXREF-00691,43.65,11.39,655,2,5.58,0
TXREF-00692,29.17,20.49,201,2,12.97,0
TXREF-00693,69.09,12.35,378,2,7.07,0
TXREF-00694,6.88,13.9,525,2,8.11,0
TXREF-00695,19.2,13.62,71,2,13.42,0
TXREF-00696,19.82,15.3,761,2,15.28,0
TXREF-00697,6.55,10.92,616,2,2.54,0
TXREF-00698,17.39,14.62,595,4,5.43,0
TXREF-00699,18.01,20.72,578,1,6.23,0
TXREF-00700,30.12,18.74,20,3,4.34,0
TXREF-00701,77.58,8.44,158,2,26.17,0
TXREF-00702,29.18,21.32,160,1,23.75,0
TXREF-00703,16.57,12.17,263,3,0.43,0
TXREF-00704,33.41,17.02,807,2,13.47,0
TXREF-00705,74.1,19.63,411,1,10.51,0
TXREF-00706,17.24,14.39,60,2,11.26,0
TXREF-00707,18.07,13.93,308,2,9.95,0
TXREF-00708,52.05,7.19,347,2,3.81,0
TXREF-00709,29.68,7.61,159,5,35.24,0
TXREF-00710,55.49,12.98,1133,1,0.32,0
TXREF-00711,34.47,14.89,206,3,0.7,0
TXREF-00712,57.7,22.44,312,2,1.6,0
TXREF-00713,16.52,11.24,207,3,8.34,0
TXREF-00714,34.51,22.71,4,3,2.52,0
TXREF-00715,29.91,22.97,355,3,6.51,0
TXREF-00716,14.51,16.49,577,2,2.53,0
TXREF-00717,11.29,16.31,972,3,2.01,0
TXREF-00718,57.04,12.23,147,3,9.35,0
TXREF-00719,27.04,17.99,151,2,10.53,0
TXREF-00720,16.68,14.88,766,6,68.61,0
TXREF-00721,32.48,15.36,79,4,8.1,0
TXREF-00722,78.43,19.29,119,1,3.67,0
TXREF-00723,6.74,13.91,796,2,3.7,0
TXREF-00724,11.85,17.74,740,2,0.65,0
TXREF-00725,17.91,10.29,158,2,11.53,0
TXREF-00726,99.69,11.96,111,4,7.19,0
TXREF-00727,42.67,7.17,143,2,5.04,0
TXREF-00728,60.49,14.48,56,5,6.45,0
TXREF-00729,15.32,16.07,202,1,2.07,0
TXREF-00730,15.55,5.82,136,3,0.51,0
TXREF-00731,48.06,14.6,428,3,4.78,0
TXREF-00732,36.31,15.93,175,5,4.19,0
TXREF-00733,51.68,15.75,33,1,7.83,0
TXREF-00734,30.41,10.17,594,3,6.75,0
TXREF-00735,42.53,16.47,945,2,6.62,0
TXREF-00736,39.01,21.59,909,3,2.95,0
TXREF-00737,60.95,19.34,709,1,54.43,0
TXREF-00738,62.24,20.25,424,3,21.28,0
TXREF-00739,10.84,22.29,157,4,2.13,0
TXREF-00740,6.9,19.1,79,1,27.28,0
TXREF-00741,71.61,13.35,72,2,9.53,0
TXREF-00742,81.87,19.23,220,1,1.11,0
TXREF-00743,16.7,18.0,545,2,22.32,0
TXREF-00744,9.12,13.57,668,2,3.62,0
TXREF-00745,37.39,10.4,137,2,3.82,0
TXREF-00746,68.05,16.16,493,3,4.86,0
TXREF-00747,127.01,22.24,272,6,7.02,1
TXREF-00748,50.49,18.12,195,2,4.56,0
TXREF-00749,26.64,19.2,464,1,17.51,0
TXREF-00750,18.3,6.5,1821,5,37.9,0
TXREF-00751,35.1,18.68,363,4,4.15,0
TXREF-00752,28.07,12.13,363,2,1.14,0
TXREF-00753,16.76,14.14,1104,3,3.68,0
TXREF-00754,152.19,19.45,1578,2,2.24,0
TXREF-00755,125.88,18.97,148,1,3.3,0
TXREF-00756,78.88,21.18,126,6,1.32,0
TXREF-00757,17.94,12.78,172,2,9.91,0
TXREF-00758,64.43,11.55,250,2,1.27,0
TXREF-00759,55.18,16.7,862,3,1.72,0
TXREF-00760,47.88,16.96,447,3,35.28,0
TXREF-00761,85.61,16.08,3,2,1.18,1
TXREF-00762,55.01,11.54,147,2,1.52,0
TXREF-00763,59.31,15.61,2472,5,32.49,1
TXREF-00764,55.07,19.14,148,2,5.35,0
TXREF-00765,44.49,11.45,640,1,1.71,0
TXREF-00766,9.64,22.53,68,3,1.93,0
TXREF-00767,36.97,20.57,38,3,119.87,0
TXREF-00768,23.33,17.37,31,2,14.78,0
TXREF-00769,13.85,21.25,26,2,8.3,0
TXREF-00770,116.85,20.59,299,2,15.16,0
TXREF-00771,120.89,11.18,501,3,4.15,0
TXREF-00772,92.63,17.32,262,5,7.06,0
TXREF-00773,41.84,11.87,15,2,10.23,0
TXREF-00774,92.06,17.65,100,1,3.23,0
TXREF-00775,35.12,20.43,409,5,6.75,0
TXREF-00776,40.29,12.57,89,3,32.86,0
TXREF-00777,15.84,14.09,278,2,1.71,0
TXREF-00778,46.33,18.16,1601,2,3.48,0
TXREF-00779,36.36,18.77,150,2,3.08,0
TXREF-00780,13.63,13.38,795,2,13.84,0
TXREF-00781,33.55,12.66,1080,3,20.37,0
TXREF-00782,32.87,14.15,25,3,1.17,0
TXREF-00783,127.01,8.94,23,2,4.2,0
TXREF-00784,66.28,20.44,686,4,2.67,0
TXREF-00785,35.1,16.08,580,2,10.32,0
TXREF-00786,41.64,23.9,129,1,6.09,0
TXREF-00787,35.94,17.05,363,3,16.03,0
TXREF-00788,30.08,12.79,45,1,48.89,0
TXREF-00789,15.97,12.53,1826,3,0.59,0
TXREF-00790,31.23,10.42,704,3,0.59,0
TXREF-00791,20.34,0.56,1912,3,6.09,0
TXREF-00792,14.15,20.29,17,2,9.62,0
TXREF-00793,50.3,23.01,315,2,2.32,0
TXREF-00794,46.14,12.13,343,1,6.53,0
TXREF-00795,9.62,21.03,117,3,8.24,0
TXREF-00796,31.87,22.93,621,1,1.37,0
TXREF-00797,71.3,22.49,90,3,8.51,0
TXREF-00798,74.64,16.43,117,2,12.37,0
TXREF-00799,72.86,12.63,314,2,6.23,0
TXREF-00800,35.8,10.93,152,4,1.16,0
TXREF-00801,18.95,11.29,170,3,2.09,0
TXREF-00802,15.95,16.08,905,3,9.95,0
TXREF-00803,44.62,13.74,899,3,42.5,0
TXREF-00804,45.74,11.99,59,4,9.65,0
TXREF-00805,87.96,13.01,575,2,4.47,0
TXREF-00806,76.86,19.19,318,1,7.44,0
TXREF-00807,31.65,21.15,167,1,4.47,0
TXREF-00808,14.21,18.7,1075,3,8.87,0
TXREF-00809,27.67,8.39,2471,3,10.08,0
TXREF-00810,40.71,21.71,460,2,1.06,0
TXREF-00811,30.1,11.94,626,2,23.77,0
TXREF-00812,22.96,15.74,62,3,40.65,0
TXREF-00813,41.77,17.39,21,3,1.6,0
TXREF-00814,24.22,15.04,167,5,2.84,0
TXREF-00815,22.15,11.21,1069,2,13.48,0
TXREF-00816,43.56,11.88,91,2,4.28,0
TXREF-00817,26.06,18.53,265,1,1.7,0
TXREF-00818,41.5,21.27,1134,2,1.06,0
TXREF-00819,42.38,0.42,39,2,5.11,0
TXREF-00820,15.33,14.42,224,3,1.48,0
TXREF-00821,24.62,14.16,529,1,11.18,0
TXREF-00822,98.02,14.86,692,1,6.13,0
TXREF-00823,15.08,16.29,574,4,41.54,0
TXREF-00824,7.58,16.02,815,2,22.31,0
TXREF-00825,9.11,14.08,1852,1,5.77,0
TXREF-00826,35.55,13.84,637,3,21.92,0
TXREF-00827,35.6,13.72,207,4,3.01,0
TXREF-00828,31.99,11.5,393,2,2.59,0
TXREF-00829,83.45,11.46,65,3,24.4,0
TXREF-00830,5.08,15.74,585,3,50.29,0
TXREF-00831,46.3,11.72,528,3,20.45,0
TXREF-00832,107.15,16.6,180,4,1.61,0
TXREF-00833,15.46,13.84,135,4,1.5,0
TXREF-00834,26.48,16.62,209,2,13.19,0
TXREF-00835,20.25,16.04,294,2,2.25,0
TXREF-00836,18.28,16.7,490,2,2.4,0
TXREF-00837,27.52,12.48,362,2,5.08,0
TXREF-00838,97.3,15.31,34,1,2.91,0
TXREF-00839,130.7,16.36,163,2,48.04,0
TXREF-00840,27.33,9.04,162,1,38.32,0
TXREF-00841,137.23,22.1,716,2,36.57,1
TXREF-00842,35.72,21.25,182,7,4.38,0
TXREF-00843,123.06,20.34,90,3,41.27,1
TXREF-00844,32.55,16.58,112,2,5.24,0
TXREF-00845,38.26,15.88,579,2,13.66,0
TXREF-00846,45.29,12.97,274,4,14.93,0
TXREF-00847,343.36,13.65,955,2,2.96,0
TXREF-00848,64.26,17.09,601,2,14.97,0
TXREF-00849,20.92,21.66,836,3,4.58,0
TXREF-00850,69.94,19.39,425,5,11.43,0
TXREF-00851,26.83,22.23,2450,2,2.64,0
TXREF-00852,24.47,16.1,200,2,10.84,0
TXREF-00853,66.97,11.23,513,3,12.74,0
TXREF-00854,35.6,18.55,250,4,13.74,0
TXREF-00855,42.55,13.66,966,4,61.96,0
TXREF-00856,35.17,10.76,1067,5,28.47,0
TXREF-00857,44.36,6.19,406,2,2.84,0
TXREF-00858,47.27,10.72,354,2,2.46,0
TXREF-00859,8.63,19.28,100,2,21.4,0
TXREF-00860,56.26,15.56,422,3,31.75,0
TXREF-00861,17.17,15.58,515,2,0.55,0
TXREF-00862,12.32,15.95,196,3,9.66,0
TXREF-00863,33.38,12.0,1159,2,0.77,0
TXREF-00864,36.98,11.31,806,1,10.68,0
TXREF-00865,21.13,15.2,6,2,17.49,0
TXREF-00866,63.33,13.32,1,5,6.65,1
TXREF-00867,13.25,16.9,741,3,5.94,0
TXREF-00868,25.97,20.84,47,4,4.62,0
TXREF-00869,22.85,18.11,384,2,12.15,0
TXREF-00870,33.66,12.51,493,2,11.71,0
TXREF-00871,42.55,21.18,76,2,18.46,0
TXREF-00872,16.85,20.51,276,2,9.87,0
TXREF-00873,58.64,14.17,618,4,1.7,0
TXREF-00874,36.43,15.6,69,3,0.81,0
TXREF-00875,8.92,11.02,60,2,2.31,0
TXREF-00876,8.5,16.86,655,3,5.04,0
TXREF-00877,34.51,17.61,61,1,33.47,0
TXREF-00878,29.69,12.42,97,2,15.29,0
TXREF-00879,32.32,15.88,305,5,47.9,0
TXREF-00880,34.12,14.9,52,4,12.94,0
TXREF-00881,40.95,15.25,1357,2,22.6,0
TXREF-00882,68.88,16.6,746,8,0.79,0
TXREF-00883,15.64,15.66,264,4,1.22,0
TXREF-00884,14.97,13.56,392,2,29.07,0
TXREF-00885,15.84,21.73,30,3,7.46,0
TXREF-00886,42.86,0.38,122,3,5.35,0
TXREF-00887,85.32,22.09,27,2,0.8,0
TXREF-00888,25.52,17.06,182,6,12.66,0
TXREF-00889,5.75,8.34,297,3,5.01,0
TXREF-00890,10.21,15.87,196,5,0.62,0
TXREF-00891,19.11,17.91,494,1,12.83,0
TXREF-00892,23.3,20.0,24,1,5.16,0
TXREF-00893,25.94,14.43,55,3,4.69,0
TXREF-00894,35.79,21.4,96,4,13.93,0
TXREF-00895,27.81,18.97,33,4,2.75,0
TXREF-00896,74.11,18.79,228,2,1.5,0
TXREF-00897,21.4,11.49,333,3,3.03,0
TXREF-00898,18.71,13.25,273,3,15.86,0
TXREF-00899,49.15,11.11,11,2,1.89,0
TXREF-00900,11.52,22.13,240,1,7.04,0
TXREF-00901,46.09,21.5,81,1,19.22,0
TXREF-00902,37.48,12.62,545,2,6.47,0
TXREF-00903,31.31,21.43,153,2,3.25,0
TXREF-00904,109.24,13.29,255,1,11.79,0
TXREF-00905,22.24,23.08,1,2,5.86,0
TXREF-00906,153.46,19.65,11,2,4.53,1
TXREF-00907,29.6,19.83,260,1,2.96,0
TXREF-00908,13.88,20.37,1494,3,6.53,0
TXREF-00909,36.61,21.4,248,5,14.51,0
TXREF-00910,16.04,17.32,458,1,3.47,0
TXREF-00911,20.26,17.47,274,1,4.98,0
TXREF-00912,46.33,18.71,386,2,16.26,0
TXREF-00913,51.94,14.94,459,4,5.64,0
TXREF-00914,22.24,17.96,324,5,5.28,0
TXREF-00915,70.88,19.2,403,1,1.39,0
TXREF-00916,80.11,10.41,668,2,6.46,0
TXREF-00917,97.92,12.07,69,3,10.63,1
TXREF-00918,50.97,9.21,132,2,4.28,0
TXREF-00919,92.91,17.4,154,2,7.47,1
TXREF-00920,8.99,19.29,156,3,3.71,0
TXREF-00921,27.69,20.62,389,2,1.16,0
TXREF-00922,18.65,10.49,72,3,0.66,0
TXREF-00923,37.93,20.04,886,5,17.04,0
TXREF-00924,23.07,14.87,24,4,48.61,0
TXREF-00925,30.89,10.53,660,3,26.67,0
TXREF-00926,134.99,21.27,1204,1,2.61,0
TXREF-00927,30.81,13.87,22,3,16.04,0
TXREF-00928,46.9,18.93,503,2,3.26,0
TXREF-00929,29.45,20.62,470,3,2.57,0
TXREF-00930,36.76,16.16,166,3,25.22,0
TXREF-00931,34.96,13.76,107,3,2.7,0
TXREF-00932,48.08,12.86,122,1,4.53,0
TXREF-00933,80.56,12.95,190,3,4.42,1
TXREF-00934,113.99,17.77,125,2,2.92,0
TXREF-00935,43.51,22.43,209,2,32.2,0
TXREF-00936,53.22,13.0,276,4,28.3,1
TXREF-00937,15.2,9.77,278,1,1.11,0
TXREF-00938,32.68,13.25,331,5,9.94,0
TXREF-00939,68.51,14.62,173,2,5.16,0
TXREF-00940,64.94,13.83,1215,1,2.76,0
TXREF-00941,40.54,15.95,643,4,4.01,0
TXREF-00942,65.9,21.08,166,2,7.56,0
TXREF-00943,49.57,8.52,169,4,6.71,0
TXREF-00944,82.62,12.38,919,3,11.72,0
TXREF-00945,42.88,18.93,231,4,12.75,0
TXREF-00946,26.95,12.33,350,2,1.22,0
TXREF-00947,44.34,16.53,165,5,5.24,0
TXREF-00948,4.22,19.72,114,3,4.73,0
TXREF-00949,45.86,17.96,43,2,15.53,1
TXREF-00950,2.52,18.25,56,3,0.49,0
TXREF-00951,10.07,15.07,32,2,42.48,0
TXREF-00952,48.2,8.41,214,3,5.98,0
TXREF-00953,49.1,11.76,335,2,8.82,0
TXREF-00954,15.08,21.0,175,4,0.77,0
TXREF-00955,20.85,9.47,214,1,4.25,0
TXREF-00956,93.39,15.59,296,5,1.82,0
TXREF-00957,24.57,5.95,326,1,18.46,0
TXREF-00958,175.02,19.59,454,2,3.52,0
TXREF-00959,34.77,16.84,176,1,5.17,0
TXREF-00960,46.7,21.83,725,2,2.81,0
TXREF-00961,111.51,21.33,114,2,2.02,0
TXREF-00962,38.26,22.77,149,1,13.42,0
TXREF-00963,16.92,21.01,443,2,2.06,0
TXREF-00964,32.17,16.22,1631,4,7.41,0
TXREF-00965,33.93,19.46,1626,3,3.38,0
TXREF-00966,13.03,9.13,22,3,9.44,0
TXREF-00967,28.96,14.1,1040,1,15.58,0
TXREF-00968,20.4,15.86,339,3,6.76,0
TXREF-00969,67.73,13.36,732,4,17.03,1
TXREF-00970,35.69,19.95,1513,4,16.43,0
TXREF-00971,28.4,22.36,932,1,8.82,0
TXREF-00972,32.25,11.74,394,3,7.56,0
TXREF-00973,40.88,14.17,35,4,2.48,0
TXREF-00974,54.28,19.25,835,1,2.79,0
TXREF-00975,16.95,17.31,770,1,8.11,0
TXREF-00976,16.45,18.09,679,2,2.55,0
TXREF-00977,77.12,11.84,524,1,3.54,0
TXREF-00978,25.87,16.04,1716,2,12.56,0
TXREF-00979,12.55,15.49,42,1,17.16,0
TXREF-00980,47.92,11.73,4,5,0.27,0
TXREF-00981,48.6,18.94,175,2,5.44,0
TXREF-00982,11.56,16.18,139,3,14.5,0
TXREF-00983,41.07,18.41,174,2,3.84,0
TXREF-00984,59.12,8.2,442,6,11.94,0
TXREF-00985,45.58,19.25,195,1,10.76,0
TXREF-00986,54.87,17.73,986,3,5.48,0
TXREF-00987,12.67,14.64,222,3,3.42,0
TXREF-00988,44.18,0.56,67,3,1.74,0
TXREF-00989,28.0,21.78,450,2,1.11,0
TXREF-00990,24.59,19.91,1576,3,7.12,0
TXREF-00991,65.16,13.43,58,2,1.09,0
TXREF-00992,101.0,9.28,21,2,12.55,1
TXREF-00993,126.72,8.43,197,1,16.68,0
TXREF-00994,89.72,21.46,320,4,15.76,0
TXREF-00995,32.17,18.39,259,5,3.2,0
TXREF-00996,44.88,21.06,115,3,19.8,1
TXREF-00997,60.47,13.9,253,4,0.31,0
TXREF-00998,37.99,21.47,88,5,3.08,0
TXREF-00999,38.25,0.19,42,2,0.7,0
TXREF-01000,63.0,14.29,658,3,8.25,0
TXREF-01001,33.36,13.37,8,4,2.76,0
TXREF-01002,20.59,11.59,1461,3,1.94,0
TXREF-01003,25.83,15.53,104,1,0.93,0
TXREF-01004,54.95,19.2,700,3,7.65,0
TXREF-01005,34.89,15.26,1774,3,5.01,0
TXREF-01006,44.48,19.58,368,3,2.51,0
TXREF-01007,56.4,13.45,206,3,10.28,0
TXREF-01008,26.58,18.54,570,3,2.84,0
TXREF-01009,60.01,18.74,65,2,10.8,0
TXREF-01010,45.73,10.98,106,1,1.19,0
TXREF-01011,14.31,8.0,326,3,34.71,0
TXREF-01012,98.34,15.78,346,1,40.96,0
TXREF-01013,24.28,11.99,1042,2,3.05,0
TXREF-01014,10.57,10.55,17,2,26.48,0
TXREF-01015,16.4,16.83,105,2,3.1,0
TXREF-01016,16.69,13.54,671,2,9.37,0
TXREF-01017,36.15,18.76,5,2,0.61,0
TXREF-01018,28.58,20.19,963,2,2.75,0
TXREF-01019,27.32,8.85,179,4,13.83,0
TXREF-01020,54.39,13.72,41,6,42.19,1
TXREF-01021,44.47,7.95,332,4,5.16,0
TXREF-01022,43.71,14.87,333,2,1.44,0
TXREF-01023,46.76,11.95,704,2,8.48,0
TXREF-01024,54.25,19.27,1,3,1.27,0
TXREF-01025,7.63,20.86,39,4,2.03,0
TXREF-01026,26.78,20.16,391,3,3.56,0
TXREF-01027,7.24,12.62,786,2,9.5,0
TXREF-01028,35.73,8.87,87,2,2.04,0
TXREF-01029,34.7,14.76,109,2,3.58,0
TXREF-01030,73.91,13.19,1687,2,7.05,0
TXREF-01031,81.87,8.18,366,3,12.06,0
TXREF-01032,40.29,10.62,422,5,1.29,0
TXREF-01033,24.28,11.64,208,3,3.42,0
TXREF-01034,49.37,18.98,78,4,6.62,0
TXREF-01035,23.81,16.26,48,3,7.5,0
TXREF-01036,34.78,12.89,112,3,8.31,0
TXREF-01037,70.81,15.51,995,2,7.67,0
TXREF-01038,23.3,7.47,1266,1,4.45,0
TXREF-01039,62.18,12.19,23,1,17.17,0
TXREF-01040,56.7,15.28,545,3,12.61,0
TXREF-01041,17.51,19.22,184,5,22.12,0
TXREF-01042,70.19,21.32,95,3,2.96,0
TXREF-01043,57.57,13.88,349,4,1.6,0
TXREF-01044,37.46,23.06,174,2,4.45,0
TXREF-01045,20.11,21.43,713,2,6.36,0
TXREF-01046,18.75,18.94,473,2,8.17,0
TXREF-01047,23.64,18.21,205,1,0.75,0
TXREF-01048,51.45,15.64,1372,1,2.15,0
TXREF-01049,17.5,19.48,454,3,2.52,0
TXREF-01050,47.7,16.65,894,4,7.98,0
TXREF-01051,14.24,19.57,498,5,1.4,0
TXREF-01052,30.06,11.85,251,3,10.35,0
TXREF-01053,37.67,8.9,164,5,1.42,0
TXREF-01054,202.45,13.55,73,3,2.47,0
TXREF-01055,12.91,13.28,107,2,1.7,0
TXREF-01056,100.47,18.67,236,4,6.96,0
TXREF-01057,38.78,10.38,491,3,12.26,0
TXREF-01058,46.81,13.75,540,4,49.54,0
TXREF-01059,37.91,15.3,680,2,8.04,0
TXREF-01060,47.95,14.32,1021,2,4.47,0
TXREF-01061,31.17,13.45,431,3,3.27,0
TXREF-01062,99.18,18.71,464,3,7.04,0
TXREF-01063,25.06,17.45,177,2,67.1,0
TXREF-01064,78.67,18.91,167,3,2.34,0
TXREF-01065,21.89,14.1,396,4,37.36,0
TXREF-01066,33.34,20.95,66,2,12.61,0
TXREF-01067,16.09,18.91,749,6,2.7,0
TXREF-01068,48.31,21.0,731,3,6.06,0
